0,1,2,3,4,5,6,7,8,9,10,11
-4.387903225806452,-1.930892857142857,3.02,12.373333333333333,18.36129032258065,22.534999999999993,24.48322580645162,25.453064516129036,18.748333333333328,12.184838709677418,2.9866666666666677,-3.6825806451612904
-3.274193548387097,-0.6294827586206897,4.853387096774193,13.888333333333332,19.174193548387095,22.22200000000001,25.371774193548386,23.171451612903226,18.71516666666666,10.518870967741938,1.6356666666666666,-2.307258064516129
-5.837096774193549,-0.25767857142857137,6.075645161290321,12.412166666666668,19.9791935483871,24.176833333333335,23.85241935483871,23.581129032258065,19.44,12.200000000000001,2.185166666666667,-2.8946774193548386
-3.779354838709677,-1.0273214285714285,3.7175806451612905,16.05483333333333,19.572258064516127,25.372666666666667,26.301612903225806,25.052903225806453,19.058833333333332,12.434516129032259,4.842833333333333,-3.2316129032258067
-3.261451612903225,-0.04428571428571447,6.047903225806452,13.129833333333332,18.340161290322584,22.842,24.488064516129032,23.916612903225804,17.515166666666666,12.925806451612905,5.754833333333332,-2.357741935483871
-4.417903225806453,-2.384999999999999,4.421612903225807,12.690833333333336,19.906451612903226,23.787333333333336,24.223709677419357,22.653870967741938,19.12366666666666,11.282258064516126,2.492,-1.2458064516129028
-5.855161290322582,-0.6248214285714286,7.009193548387097,13.865833333333333,19.26854838709678,23.6,27.484677419354835,25.742419354838706,17.793,12.561612903225804,4.430166666666668,-2.9706451612903226
-5.311129032258064,1.084107142857143,6.79306451612903,14.633,19.288064516129033,22.808666666666664,25.53467741935484,24.18870967741936,21.342666666666666,13.717741935483875,3.426333333333333,-1.37741935483871
-3.0361290322580645,0.8926785714285715,3.862096774193548,13.844000000000003,19.07193548387097,24.642666666666663,26.899838709677418,24.36806451612903,19.606833333333334,11.683387096774194,4.752833333333334,-2.0366129032258065
-7.871774193548387,-2.8858620689655177,6.781290322580647,13.604,19.994838709677417,25.84633333333333,28.15145161290323,24.486129032258063,20.181666666666665,11.291774193548386,1.5816666666666666,-2.2787096774193545
-4.387903225806452,-1.930892857142857,3.02,12.373333333333333,18.36129032258065,22.534999999999993,24.48322580645162,25.453064516129036,18.748333333333328,12.184838709677418,2.9866666666666677,-3.6825806451612904
-3.274193548387097,-0.6294827586206897,4.853387096774193,13.888333333333332,19.174193548387095,22.22200000000001,25.371774193548386,23.171451612903226,18.71516666666666,10.518870967741938,1.6356666666666666,-2.307258064516129
-5.837096774193549,-0.25767857142857137,6.075645161290321,12.412166666666668,19.9791935483871,24.176833333333335,23.85241935483871,23.581129032258065,19.44,12.200000000000001,2.185166666666667,-2.8946774193548386
-3.779354838709677,-1.0273214285714285,3.7175806451612905,16.05483333333333,19.572258064516127,25.372666666666667,26.301612903225806,25.052903225806453,19.058833333333332,12.434516129032259,4.842833333333333,-3.2316129032258067
-3.261451612903225,-0.04428571428571447,6.047903225806452,13.129833333333332,18.340161290322584,22.842,24.488064516129032,23.916612903225804,17.515166666666666,12.925806451612905,5.754833333333332,-2.357741935483871
-4.417903225806453,-2.384999999999999,4.421612903225807,12.690833333333336,19.906451612903226,23.787333333333336,24.223709677419357,22.653870967741938,19.12366666666666,11.282258064516126,2.492,-1.2458064516129028
-5.855161290322582,-0.6248214285714286,7.009193548387097,13.865833333333333,19.26854838709678,23.6,27.484677419354835,25.742419354838706,17.793,12.561612903225804,4.430166666666668,-2.9706451612903226
-5.311129032258064,1.084107142857143,6.79306451612903,14.633,19.288064516129033,22.808666666666664,25.53467741935484,24.18870967741936,21.342666666666666,13.717741935483875,3.426333333333333,-1.37741935483871
-3.0361290322580645,0.8926785714285715,3.862096774193548,13.844000000000003,19.07193548387097,24.642666666666663,26.899838709677418,24.36806451612903,19.606833333333334,11.683387096774194,4.752833333333334,-2.0366129032258065
-7.871774193548387,-2.8858620689655177,6.781290322580647,13.604,19.994838709677417,25.84633333333333,28.15145161290323,24.486129032258063,20.181666666666665,11.291774193548386,1.5816666666666666,-2.2787096774193545
-7.871774193548387,-2.8858620689655177,6.781290322580647,13.604,19.994838709677417,25.84633333333333,28.15145161290323,24.486129032258063,20.181666666666665,11.291774193548386,1.5816666666666666,-2.2787096774193545
-4.387903225806452,-1.930892857142857,3.02,12.373333333333333,16.480967741935483,21.238,23.45467741935484,24.926935483870974,16.537833333333335,12.184838709677418,2.9866666666666677,-3.648870967741936
-3.274193548387097,-0.6294827586206897,4.853387096774193,13.888333333333332,19.174193548387095,22.22200000000001,25.371774193548386,23.171451612903226,18.71516666666666,10.518870967741938,1.6356666666666666,-2.307258064516129
-5.837096774193549,-0.25767857142857137,6.075645161290321,12.412166666666668,19.9791935483871,24.176833333333335,23.85241935483871,23.581129032258065,19.44,12.200000000000001,2.185166666666667,-2.8946774193548386
-3.779354838709677,-1.0273214285714285,3.7175806451612905,16.05483333333333,19.572258064516127,25.372666666666667,26.301612903225806,25.052903225806453,19.058833333333332,12.434516129032259,4.842833333333333,-3.2316129032258067
-3.261451612903225,-0.04428571428571447,6.047903225806452,13.129833333333332,18.340161290322584,22.842,24.488064516129032,23.916612903225804,17.515166666666666,12.925806451612905,5.754833333333332,-2.357741935483871
-4.417903225806453,-2.384999999999999,4.421612903225807,12.690833333333336,19.906451612903226,23.787333333333336,24.223709677419357,22.653870967741938,19.12366666666666,11.282258064516126,2.492,-1.2458064516129028
-5.855161290322582,-0.6248214285714286,7.009193548387097,13.865833333333333,19.26854838709678,23.6,27.484677419354835,25.742419354838706,17.793,12.561612903225804,4.430166666666668,-2.9706451612903226
